Year,Country,Athlete,Sport,Event,Medal
2012,France,Athlete_415,Boxing,Boxing Event 7,Gold
2012,China,Athlete_367,Boxing,Boxing Event 1,Gold
2012,UK,Athlete_7,Cycling,Cycling Event 8,Bronze
2012,Australia,Athlete_24,Judo,Judo Event 4,Silver
2012,Italy,Athlete_312,Fencing,Fencing Event 6,Silver
2012,Russia,Athlete_318,Cycling,Cycling Event 2,Bronze
2012,Canada,Athlete_351,Athletics,Athletics Event 9,Bronze
2012,USA,Athlete_235,Wrestling,Wrestling Event 1,Silver
2012,USA,Athlete_480,Shooting,Shooting Event 5,Silver
2012,UK,Athlete_444,Wrestling,Wrestling Event 8,Bronze
2012,USA,Athlete_372,Cycling,Cycling Event 5,Silver
2012,Italy,Athlete_325,Gymnastics,Gymnastics Event 7,Bronze
2012,USA,Athlete_277,Judo,Judo Event 2,Bronze
2012,Russia,Athlete_472,Fencing,Fencing Event 8,Silver
2012,UK,Athlete_52,Judo,Judo Event 7,Gold
2012,China,Athlete_331,Boxing,Boxing Event 1,Gold
2012,Australia,Athlete_47,Swimming,Swimming Event 1,Silver
2012,Japan,Athlete_294,Athletics,Athletics Event 4,Silver
2012,USA,Athlete_279,Judo,Judo Event 3,Gold
2012,China,Athlete_279,Shooting,Shooting Event 10,Silver
2012,UK,Athlete_325,Judo,Judo Event 9,Gold
2012,USA,Athlete_316,Rowing,Rowing Event 8,Bronze
2012,Canada,Athlete_51,Wrestling,Wrestling Event 3,Bronze
2012,Australia,Athlete_158,Rowing,Rowing Event 7,Bronze
2012,Russia,Athlete_104,Wrestling,Wrestling Event 3,Gold
2012,Canada,Athlete_139,Athletics,Athletics Event 10,Bronze
2012,Canada,Athlete_379,Cycling,Cycling Event 8,Gold
2012,USA,Athlete_193,Fencing,Fencing Event 3,Silver
2012,France,Athlete_256,Swimming,Swimming Event 6,Silver
2012,France,Athlete_98,Gymnastics,Gymnastics Event 3,Gold
2012,USA,Athlete_110,Boxing,Boxing Event 5,Gold
2012,Australia,Athlete_479,Gymnastics,Gymnastics Event 7,Bronze
2012,Italy,Athlete_253,Boxing,Boxing Event 7,Gold
2012,Japan,Athlete_187,Rowing,Rowing Event 6,Silver
2012,Italy,Athlete_419,Cycling,Cycling Event 8,Gold
2012,Russia,Athlete_182,Judo,Judo Event 10,Bronze
2012,UK,Athlete_126,Judo,Judo Event 6,Bronze
2012,Germany,Athlete_206,Swimming,Swimming Event 4,Bronze
2012,Germany,Athlete_54,Cycling,Cycling Event 4,Silver
2012,France,Athlete_249,Wrestling,Wrestling Event 1,Gold
2012,USA,Athlete_479,Judo,Judo Event 1,Silver
2012,France,Athlete_444,Boxing,Boxing Event 2,Bronze
2012,Germany,Athlete_421,Cycling,Cycling Event 5,Gold
2012,UK,Athlete_15,Rowing,Rowing Event 7,Bronze
2012,France,Athlete_392,Fencing,Fencing Event 5,Silver
2012,Canada,Athlete_302,Gymnastics,Gymnastics Event 5,Bronze
2012,USA,Athlete_173,Swimming,Swimming Event 1,Silver
2012,Italy,Athlete_236,Swimming,Swimming Event 7,Bronze
2012,China,Athlete_394,Wrestling,Wrestling Event 4,Bronze
2012,China,Athlete_69,Gymnastics,Gymnastics Event 2,Bronze
2012,Canada,Athlete_472,Athletics,Athletics Event 4,Silver
2012,UK,Athlete_102,Shooting,Shooting Event 8,Silver
2012,Italy,Athlete_386,Swimming,Swimming Event 2,Gold
2012,Australia,Athlete_61,Judo,Judo Event 7,Bronze
2012,Australia,Athlete_405,Judo,Judo Event 8,Bronze
2012,Germany,Athlete_131,Gymnastics,Gymnastics Event 6,Gold
2012,Canada,Athlete_483,Rowing,Rowing Event 7,Bronze
2012,Canada,Athlete_147,Rowing,Rowing Event 1,Gold
2012,China,Athlete_412,Wrestling,Wrestling Event 10,Bronze
2012,Canada,Athlete_271,Rowing,Rowing Event 7,Gold
2012,Canada,Athlete_24,Swimming,Swimming Event 5,Gold
2012,Russia,Athlete_150,Shooting,Shooting Event 4,Silver
2012,Australia,Athlete_247,Athletics,Athletics Event 4,Bronze
2012,UK,Athlete_273,Cycling,Cycling Event 10,Gold
2016,Italy,Athlete_178,Swimming,Swimming Event 5,Gold
2016,Japan,Athlete_366,Shooting,Shooting Event 6,Gold
2016,Russia,Athlete_491,Wrestling,Wrestling Event 8,Gold
2016,Germany,Athlete_245,Boxing,Boxing Event 10,Bronze
2016,Italy,Athlete_294,Rowing,Rowing Event 9,Silver
2016,Japan,Athlete_284,Wrestling,Wrestling Event 7,Bronze
2016,France,Athlete_494,Wrestling,Wrestling Event 6,Silver
2016,Germany,Athlete_157,Boxing,Boxing Event 6,Silver
2016,Germany,Athlete_323,Gymnastics,Gymnastics Event 5,Gold
2016,UK,Athlete_177,Athletics,Athletics Event 9,Silver
2016,France,Athlete_244,Cycling,Cycling Event 8,Gold
2016,Italy,Athlete_319,Cycling,Cycling Event 5,Gold
2016,Canada,Athlete_44,Cycling,Cycling Event 7,Bronze
2016,China,Athlete_175,Rowing,Rowing Event 9,Silver
2016,China,Athlete_437,Swimming,Swimming Event 9,Silver
2016,Germany,Athlete_333,Athletics,Athletics Event 2,Silver
2016,Canada,Athlete_221,Cycling,Cycling Event 2,Bronze
2016,France,Athlete_409,Judo,Judo Event 7,Silver
2016,Canada,Athlete_94,Boxing,Boxing Event 8,Gold
2016,Australia,Athlete_161,Boxing,Boxing Event 9,Silver
2016,Japan,Athlete_314,Swimming,Swimming Event 7,Silver
2016,UK,Athlete_318,Judo,Judo Event 3,Bronze
2016,Italy,Athlete_288,Rowing,Rowing Event 5,Silver
2016,Italy,Athlete_487,Rowing,Rowing Event 1,Bronze
2016,USA,Athlete_369,Shooting,Shooting Event 2,Gold
2016,Germany,Athlete_196,Swimming,Swimming Event 7,Bronze
2016,Japan,Athlete_138,Boxing,Boxing Event 9,Bronze
2016,Italy,Athlete_305,Shooting,Shooting Event 10,Silver
2016,Australia,Athlete_341,Fencing,Fencing Event 4,Bronze
2016,Australia,Athlete_161,Shooting,Shooting Event 4,Bronze
2016,Canada,Athlete_352,Boxing,Boxing Event 4,Silver
2016,USA,Athlete_118,Swimming,Swimming Event 10,Gold
2016,USA,Athlete_305,Fencing,Fencing Event 8,Gold
2016,China,Athlete_87,Boxing,Boxing Event 4,Bronze
2016,Russia,Athlete_351,Wrestling,Wrestling Event 8,Silver
2016,Germany,Athlete_234,Fencing,Fencing Event 3,Gold
2016,Russia,Athlete_390,Rowing,Rowing Event 5,Gold
2016,Canada,Athlete_179,Boxing,Boxing Event 2,Bronze
2016,Canada,Athlete_226,Wrestling,Wrestling Event 2,Gold
2016,Russia,Athlete_423,Boxing,Boxing Event 10,Silver
2016,Russia,Athlete_487,Swimming,Swimming Event 7,Silver
2016,Italy,Athlete_230,Cycling,Cycling Event 6,Bronze
2016,USA,Athlete_13,Athletics,Athletics Event 5,Bronze
2016,UK,Athlete_36,Boxing,Boxing Event 2,Gold
2016,China,Athlete_64,Wrestling,Wrestling Event 1,Bronze
2016,France,Athlete_316,Shooting,Shooting Event 1,Silver
2016,Japan,Athlete_435,Shooting,Shooting Event 7,Gold
2016,Japan,Athlete_378,Fencing,Fencing Event 6,Silver
2016,Italy,Athlete_267,Shooting,Shooting Event 10,Silver
2016,Australia,Athlete_307,Shooting,Shooting Event 9,Bronze
2016,Russia,Athlete_395,Athletics,Athletics Event 6,Bronze
2016,France,Athlete_393,Swimming,Swimming Event 10,Silver
2016,Germany,Athlete_172,Shooting,Shooting Event 5,Bronze
2016,Germany,Athlete_76,Gymnastics,Gymnastics Event 2,Bronze
2016,Canada,Athlete_130,Fencing,Fencing Event 4,Silver
2016,Italy,Athlete_111,Athletics,Athletics Event 8,Silver
2016,Canada,Athlete_390,Swimming,Swimming Event 2,Silver
2016,UK,Athlete_242,Swimming,Swimming Event 9,Gold
2016,France,Athlete_461,Judo,Judo Event 6,Bronze
2016,China,Athlete_479,Gymnastics,Gymnastics Event 2,Gold
2016,Australia,Athlete_288,Swimming,Swimming Event 5,Bronze
2016,France,Athlete_12,Judo,Judo Event 7,Silver
2016,Italy,Athlete_471,Gymnastics,Gymnastics Event 7,Bronze
2016,UK,Athlete_134,Rowing,Rowing Event 10,Silver
2016,Germany,Athlete_241,Athletics,Athletics Event 9,Bronze
2016,China,Athlete_367,Fencing,Fencing Event 7,Silver
2016,China,Athlete_176,Gymnastics,Gymnastics Event 9,Silver
2016,Australia,Athlete_331,Fencing,Fencing Event 9,Bronze
2016,Russia,Athlete_401,Boxing,Boxing Event 4,Silver
2016,Germany,Athlete_339,Cycling,Cycling Event 8,Gold
2016,USA,Athlete_285,Shooting,Shooting Event 8,Silver
2016,USA,Athlete_459,Fencing,Fencing Event 3,Silver
2016,Russia,Athlete_461,Gymnastics,Gymnastics Event 9,Bronze
2016,Canada,Athlete_392,Rowing,Rowing Event 1,Bronze
2016,Canada,Athlete_238,Shooting,Shooting Event 6,Gold
2016,China,Athlete_38,Fencing,Fencing Event 8,Bronze
2016,Canada,Athlete_433,Fencing,Fencing Event 4,Gold
2016,China,Athlete_28,Rowing,Rowing Event 3,Gold
2016,Italy,Athlete_483,Boxing,Boxing Event 3,Silver
2016,UK,Athlete_316,Judo,Judo Event 7,Gold
2016,France,Athlete_293,Athletics,Athletics Event 8,Bronze
2016,USA,Athlete_14,Boxing,Boxing Event 6,Silver
2016,Germany,Athlete_125,Athletics,Athletics Event 7,Bronze
2016,USA,Athlete_206,Swimming,Swimming Event 2,Bronze
2016,Canada,Athlete_50,Shooting,Shooting Event 9,Gold
2016,Italy,Athlete_461,Boxing,Boxing Event 1,Gold
2016,UK,Athlete_333,Judo,Judo Event 4,Bronze
2016,Japan,Athlete_332,Rowing,Rowing Event 1,Silver
2016,France,Athlete_375,Shooting,Shooting Event 6,Gold
2016,Australia,Athlete_403,Boxing,Boxing Event 5,Bronze
2016,Russia,Athlete_481,Rowing,Rowing Event 8,Bronze
2016,China,Athlete_349,Shooting,Shooting Event 8,Bronze
2016,USA,Athlete_341,Fencing,Fencing Event 9,Bronze
2016,France,Athlete_495,Boxing,Boxing Event 10,Silver
2016,Australia,Athlete_121,Athletics,Athletics Event 10,Silver
2016,China,Athlete_481,Rowing,Rowing Event 5,Bronze
2016,Russia,Athlete_318,Athletics,Athletics Event 4,Silver
2016,Italy,Athlete_157,Judo,Judo Event 1,Silver
2016,Italy,Athlete_442,Wrestling,Wrestling Event 8,Bronze
2016,Japan,Athlete_498,Athletics,Athletics Event 9,Gold
2016,Australia,Athlete_35,Wrestling,Wrestling Event 8,Silver
2016,France,Athlete_147,Wrestling,Wrestling Event 8,Silver
2016,Italy,Athlete_280,Cycling,Cycling Event 5,Gold
2016,Canada,Athlete_208,Athletics,Athletics Event 7,Silver
2016,Japan,Athlete_328,Athletics,Athletics Event 8,Silver
2016,China,Athlete_440,Judo,Judo Event 9,Silver
2016,Russia,Athlete_87,Shooting,Shooting Event 4,Gold
2016,Germany,Athlete_279,Athletics,Athletics Event 9,Bronze
2016,Japan,Athlete_108,Athletics,Athletics Event 10,Silver
2016,Japan,Athlete_280,Wrestling,Wrestling Event 4,Silver
2016,Italy,Athlete_347,Wrestling,Wrestling Event 3,Silver
2016,Italy,Athlete_248,Gymnastics,Gymnastics Event 3,Bronze
2016,China,Athlete_279,Athletics,Athletics Event 2,Bronze
2016,Japan,Athlete_258,Wrestling,Wrestling Event 1,Silver
2016,China,Athlete_405,Fencing,Fencing Event 4,Gold
2016,USA,Athlete_342,Boxing,Boxing Event 8,Silver
2016,France,Athlete_336,Boxing,Boxing Event 9,Bronze
2016,Canada,Athlete_37,Athletics,Athletics Event 1,Bronze
2016,Russia,Athlete_436,Gymnastics,Gymnastics Event 8,Bronze
2016,USA,Athlete_150,Rowing,Rowing Event 5,Silver
2016,China,Athlete_272,Swimming,Swimming Event 8,Gold
2016,USA,Athlete_134,Fencing,Fencing Event 3,Silver
2016,Australia,Athlete_335,Athletics,Athletics Event 4,Gold
2016,UK,Athlete_318,Wrestling,Wrestling Event 6,Bronze
2016,Japan,Athlete_483,Gymnastics,Gymnastics Event 6,Gold
2016,USA,Athlete_414,Rowing,Rowing Event 9,Gold
2016,Japan,Athlete_464,Swimming,Swimming Event 8,Silver
2016,France,Athlete_445,Rowing,Rowing Event 1,Silver
2016,Germany,Athlete_481,Fencing,Fencing Event 5,Bronze
2016,France,Athlete_495,Shooting,Shooting Event 2,Bronze
2016,Japan,Athlete_201,Swimming,Swimming Event 5,Gold
2016,France,Athlete_50,Athletics,Athletics Event 1,Silver
2016,France,Athlete_108,Rowing,Rowing Event 8,Silver
2016,China,Athlete_347,Gymnastics,Gymnastics Event 1,Bronze
2016,Japan,Athlete_102,Shooting,Shooting Event 1,Silver
2016,Russia,Athlete_242,Gymnastics,Gymnastics Event 4,Bronze
2016,UK,Athlete_389,Cycling,Cycling Event 7,Silver
2016,Canada,Athlete_479,Judo,Judo Event 10,Bronze
2016,Japan,Athlete_179,Athletics,Athletics Event 5,Bronze
2016,Australia,Athlete_20,Rowing,Rowing Event 8,Silver
2016,France,Athlete_326,Athletics,Athletics Event 1,Gold
2016,Russia,Athlete_301,Boxing,Boxing Event 7,Silver
2016,Japan,Athlete_496,Gymnastics,Gymnastics Event 7,Bronze
2016,Japan,Athlete_7,Fencing,Fencing Event 2,Bronze
2016,Canada,Athlete_390,Athletics,Athletics Event 6,Gold
2016,China,Athlete_326,Judo,Judo Event 7,Silver
2016,France,Athlete_134,Rowing,Rowing Event 2,Bronze
2016,Canada,Athlete_198,Cycling,Cycling Event 6,Bronze
2016,Germany,Athlete_473,Cycling,Cycling Event 4,Bronze
2016,China,Athlete_322,Fencing,Fencing Event 10,Silver
2016,Japan,Athlete_40,Shooting,Shooting Event 3,Bronze
2016,Germany,Athlete_219,Judo,Judo Event 3,Gold
2016,Russia,Athlete_159,Gymnastics,Gymnastics Event 4,Bronze
2016,UK,Athlete_326,Wrestling,Wrestling Event 9,Bronze
2016,UK,Athlete_234,Wrestling,Wrestling Event 2,Gold
2016,Japan,Athlete_177,Shooting,Shooting Event 5,Silver
2016,Italy,Athlete_317,Judo,Judo Event 6,Silver
2016,USA,Athlete_210,Swimming,Swimming Event 8,Gold
2016,Japan,Athlete_419,Athletics,Athletics Event 1,Silver
2016,Germany,Athlete_386,Rowing,Rowing Event 9,Bronze
2016,Canada,Athlete_275,Boxing,Boxing Event 5,Silver
2016,UK,Athlete_145,Rowing,Rowing Event 2,Silver
2016,Italy,Athlete_424,Gymnastics,Gymnastics Event 8,Bronze
2016,France,Athlete_261,Fencing,Fencing Event 3,Silver
2016,Australia,Athlete_102,Fencing,Fencing Event 3,Silver
2016,Japan,Athlete_409,Athletics,Athletics Event 7,Bronze
2016,France,Athlete_200,Rowing,Rowing Event 10,Gold
2016,Italy,Athlete_264,Rowing,Rowing Event 8,Bronze
2016,China,Athlete_434,Swimming,Swimming Event 2,Silver
2016,Australia,Athlete_418,Shooting,Shooting Event 4,Bronze
2016,Russia,Athlete_418,Judo,Judo Event 6,Bronze
2016,USA,Athlete_128,Fencing,Fencing Event 5,Bronze
2016,Germany,Athlete_462,Cycling,Cycling Event 9,Gold
2016,China,Athlete_301,Judo,Judo Event 1,Silver
2016,Italy,Athlete_43,Fencing,Fencing Event 2,Gold
2016,Canada,Athlete_252,Athletics,Athletics Event 7,Bronze
2016,Canada,Athlete_78,Boxing,Boxing Event 7,Gold
2016,UK,Athlete_83,Cycling,Cycling Event 1,Silver
2016,USA,Athlete_393,Swimming,Swimming Event 4,Silver
2016,Canada,Athlete_188,Judo,Judo Event 9,Silver
2016,Japan,Athlete_40,Wrestling,Wrestling Event 9,Silver
2016,Canada,Athlete_429,Rowing,Rowing Event 5,Silver
2016,France,Athlete_227,Judo,Judo Event 8,Silver
2016,Australia,Athlete_175,Rowing,Rowing Event 1,Silver
2016,China,Athlete_499,Gymnastics,Gymnastics Event 10,Gold
2016,USA,Athlete_42,Gymnastics,Gymnastics Event 7,Gold
2016,Germany,Athlete_43,Gymnastics,Gymnastics Event 2,Gold
2016,UK,Athlete_42,Cycling,Cycling Event 6,Silver
2016,Germany,Athlete_382,Boxing,Boxing Event 6,Gold
2016,Germany,Athlete_295,Judo,Judo Event 9,Gold
2016,Italy,Athlete_397,Fencing,Fencing Event 10,Gold
2016,China,Athlete_452,Swimming,Swimming Event 7,Bronze
2016,Germany,Athlete_477,Athletics,Athletics Event 1,Bronze
2016,China,Athlete_397,Fencing,Fencing Event 5,Silver
2016,Germany,Athlete_70,Boxing,Boxing Event 3,Gold
2016,France,Athlete_393,Cycling,Cycling Event 2,Gold
2016,UK,Athlete_175,Judo,Judo Event 2,Silver
2016,Italy,Athlete_264,Wrestling,Wrestling Event 2,Silver
2016,Russia,Athlete_99,Judo,Judo Event 3,Bronze
2016,Japan,Athlete_232,Gymnastics,Gymnastics Event 6,Bronze
2020,Japan,Athlete_3,Rowing,Rowing Event 6,Silver
2020,Germany,Athlete_296,Cycling,Cycling Event 10,Silver
2020,USA,Athlete_470,Athletics,Athletics Event 5,Silver
2020,Australia,Athlete_94,Athletics,Athletics Event 10,Gold
2020,Canada,Athlete_450,Boxing,Boxing Event 3,Bronze
2020,Russia,Athlete_216,Shooting,Shooting Event 6,Bronze
2020,China,Athlete_349,Athletics,Athletics Event 6,Gold
2020,Germany,Athlete_186,Cycling,Cycling Event 3,Gold
2020,France,Athlete_167,Wrestling,Wrestling Event 6,Silver
2020,Russia,Athlete_1,Wrestling,Wrestling Event 4,Silver
2020,Russia,Athlete_162,Rowing,Rowing Event 4,Silver
2020,Canada,Athlete_295,Athletics,Athletics Event 1,Bronze
2020,Canada,Athlete_326,Wrestling,Wrestling Event 1,Bronze
2020,Canada,Athlete_22,Judo,Judo Event 5,Bronze
2020,Germany,Athlete_291,Gymnastics,Gymnastics Event 2,Gold
2020,UK,Athlete_210,Wrestling,Wrestling Event 4,Bronze
2020,USA,Athlete_155,Wrestling,Wrestling Event 4,Silver
2020,Italy,Athlete_260,Judo,Judo Event 6,Silver
2020,China,Athlete_418,Wrestling,Wrestling Event 9,Silver
2020,Russia,Athlete_191,Swimming,Swimming Event 2,Gold
2020,Italy,Athlete_359,Wrestling,Wrestling Event 10,Bronze
2020,Japan,Athlete_166,Athletics,Athletics Event 8,Bronze
2020,China,Athlete_124,Shooting,Shooting Event 3,Bronze
2020,Russia,Athlete_187,Boxing,Boxing Event 9,Silver
2020,UK,Athlete_333,Wrestling,Wrestling Event 3,Gold
2020,USA,Athlete_110,Gymnastics,Gymnastics Event 2,Silver
2020,Russia,Athlete_253,Gymnastics,Gymnastics Event 6,Gold
2020,Japan,Athlete_339,Cycling,Cycling Event 4,Gold
2020,Canada,Athlete_351,Fencing,Fencing Event 5,Silver
2020,China,Athlete_24,Judo,Judo Event 10,Bronze
2020,Australia,Athlete_228,Gymnastics,Gymnastics Event 10,Silver
2020,China,Athlete_237,Shooting,Shooting Event 10,Bronze
2020,Canada,Athlete_246,Swimming,Swimming Event 9,Bronze
2020,Germany,Athlete_460,Wrestling,Wrestling Event 6,Bronze
2020,Australia,Athlete_48,Shooting,Shooting Event 10,Silver
2020,UK,Athlete_374,Gymnastics,Gymnastics Event 9,Silver
2020,USA,Athlete_328,Rowing,Rowing Event 5,Gold
2020,Germany,Athlete_274,Gymnastics,Gymnastics Event 9,Gold
2020,Italy,Athlete_227,Boxing,Boxing Event 7,Bronze
2020,Italy,Athlete_382,Rowing,Rowing Event 8,Silver
2020,Italy,Athlete_430,Gymnastics,Gymnastics Event 8,Gold
2020,UK,Athlete_396,Fencing,Fencing Event 10,Silver
2020,UK,Athlete_97,Swimming,Swimming Event 1,Silver
2020,UK,Athlete_334,Wrestling,Wrestling Event 1,Gold
2020,France,Athlete_350,Cycling,Cycling Event 1,Silver
2020,France,Athlete_407,Boxing,Boxing Event 6,Bronze
2020,Russia,Athlete_306,Fencing,Fencing Event 1,Silver
2020,Canada,Athlete_81,Gymnastics,Gymnastics Event 4,Bronze
2020,UK,Athlete_110,Swimming,Swimming Event 5,Gold
2020,USA,Athlete_114,Rowing,Rowing Event 2,Gold
2020,USA,Athlete_454,Shooting,Shooting Event 7,Bronze
2020,Japan,Athlete_22,Judo,Judo Event 2,Bronze
2020,Australia,Athlete_230,Boxing,Boxing Event 1,Silver
2020,Australia,Athlete_265,Judo,Judo Event 7,Gold
2020,Germany,Athlete_37,Swimming,Swimming Event 2,Silver
2020,Germany,Athlete_78,Cycling,Cycling Event 6,Gold
2020,Japan,Athlete_322,Judo,Judo Event 10,Bronze
2020,USA,Athlete_360,Shooting,Shooting Event 8,Silver
2020,China,Athlete_190,Athletics,Athletics Event 10,Silver
2020,USA,Athlete_44,Fencing,Fencing Event 3,Gold
2020,Russia,Athlete_454,Swimming,Swimming Event 5,Gold
2020,UK,Athlete_260,Athletics,Athletics Event 8,Gold
2020,France,Athlete_132,Wrestling,Wrestling Event 2,Silver
2020,Australia,Athlete_92,Swimming,Swimming Event 10,Bronze
2020,China,Athlete_133,Athletics,Athletics Event 8,Bronze
2020,Australia,Athlete_419,Shooting,Shooting Event 5,Gold
2020,Canada,Athlete_367,Wrestling,Wrestling Event 5,Silver
2020,Canada,Athlete_460,Swimming,Swimming Event 1,Gold
2020,Japan,Athlete_254,Swimming,Swimming Event 1,Gold
2020,Russia,Athlete_279,Swimming,Swimming Event 6,Gold
2020,France,Athlete_428,Fencing,Fencing Event 1,Silver
2020,Russia,Athlete_321,Wrestling,Wrestling Event 10,Gold
2020,Germany,Athlete_131,Judo,Judo Event 1,Bronze
2020,Germany,Athlete_367,Athletics,Athletics Event 5,Bronze
2020,Canada,Athlete_483,Fencing,Fencing Event 8,Bronze
2020,China,Athlete_284,Shooting,Shooting Event 3,Bronze
2020,Russia,Athlete_117,Fencing,Fencing Event 8,Silver
2020,USA,Athlete_232,Rowing,Rowing Event 4,Silver
2020,Australia,Athlete_273,Athletics,Athletics Event 3,Bronze
2020,Germany,Athlete_398,Shooting,Shooting Event 10,Bronze
2020,Germany,Athlete_21,Wrestling,Wrestling Event 3,Bronze
2020,Australia,Athlete_90,Shooting,Shooting Event 2,Bronze
2020,USA,Athlete_42,Athletics,Athletics Event 5,Bronze
2020,Germany,Athlete_375,Fencing,Fencing Event 10,Gold
2020,Russia,Athlete_406,Shooting,Shooting Event 7,Gold
2020,UK,Athlete_249,Athletics,Athletics Event 4,Bronze
2020,China,Athlete_251,Gymnastics,Gymnastics Event 8,Silver
2020,Australia,Athlete_349,Cycling,Cycling Event 5,Gold
2020,UK,Athlete_288,Rowing,Rowing Event 6,Bronze
2020,UK,Athlete_78,Athletics,Athletics Event 5,Silver
2020,UK,Athlete_487,Shooting,Shooting Event 1,Silver
2020,Japan,Athlete_98,Athletics,Athletics Event 8,Gold
2020,Japan,Athlete_449,Gymnastics,Gymnastics Event 10,Silver
2020,UK,Athlete_341,Athletics,Athletics Event 3,Silver
2020,China,Athlete_476,Judo,Judo Event 4,Bronze
2020,Australia,Athlete_336,Swimming,Swimming Event 8,Gold
2020,UK,Athlete_481,Athletics,Athletics Event 2,Silver
2020,China,Athlete_260,Gymnastics,Gymnastics Event 10,Silver
2020,USA,Athlete_188,Shooting,Shooting Event 8,Bronze
2020,USA,Athlete_327,Athletics,Athletics Event 10,Silver
2020,China,Athlete_120,Athletics,Athletics Event 5,Gold
2020,UK,Athlete_419,Wrestling,Wrestling Event 7,Silver
2020,Australia,Athlete_340,Rowing,Rowing Event 8,Gold
2020,Russia,Athlete_424,Rowing,Rowing Event 1,Silver
2020,Japan,Athlete_163,Fencing,Fencing Event 3,Gold
2020,France,Athlete_421,Gymnastics,Gymnastics Event 9,Silver
2020,China,Athlete_229,Judo,Judo Event 8,Gold
2020,China,Athlete_331,Judo,Judo Event 8,Silver
2020,USA,Athlete_181,Cycling,Cycling Event 3,Bronze
2020,Canada,Athlete_280,Swimming,Swimming Event 8,Silver
2020,Germany,Athlete_323,Fencing,Fencing Event 10,Bronze
2020,France,Athlete_220,Fencing,Fencing Event 6,Bronze
2020,China,Athlete_363,Athletics,Athletics Event 1,Silver
2020,Russia,Athlete_317,Judo,Judo Event 10,Gold
2020,Italy,Athlete_434,Cycling,Cycling Event 2,Gold
2020,Germany,Athlete_175,Gymnastics,Gymnastics Event 9,Gold
2020,Russia,Athlete_267,Cycling,Cycling Event 7,Silver
2020,China,Athlete_284,Gymnastics,Gymnastics Event 6,Silver
2020,Australia,Athlete_51,Fencing,Fencing Event 2,Silver
2020,France,Athlete_396,Boxing,Boxing Event 9,Gold
2020,Italy,Athlete_434,Judo,Judo Event 1,Gold
2020,Russia,Athlete_184,Shooting,Shooting Event 9,Silver
2020,China,Athlete_65,Wrestling,Wrestling Event 6,Gold
2020,China,Athlete_106,Cycling,Cycling Event 4,Silver
2020,Australia,Athlete_330,Cycling,Cycling Event 2,Silver
2020,Germany,Athlete_129,Boxing,Boxing Event 2,Gold
2020,USA,Athlete_161,Swimming,Swimming Event 7,Bronze
2020,Japan,Athlete_199,Boxing,Boxing Event 8,Bronze
2020,France,Athlete_153,Judo,Judo Event 6,Bronze
2020,Japan,Athlete_26,Wrestling,Wrestling Event 1,Bronze
2020,Russia,Athlete_179,Boxing,Boxing Event 10,Gold
2020,China,Athlete_278,Boxing,Boxing Event 7,Bronze
2020,Canada,Athlete_129,Cycling,Cycling Event 7,Silver
2020,China,Athlete_316,Gymnastics,Gymnastics Event 6,Bronze
2020,China,Athlete_478,Judo,Judo Event 8,Bronze
2020,Australia,Athlete_397,Shooting,Shooting Event 5,Silver
2020,USA,Athlete_489,Gymnastics,Gymnastics Event 10,Gold
2020,UK,Athlete_341,Shooting,Shooting Event 2,Bronze
2020,USA,Athlete_422,Judo,Judo Event 5,Silver
2020,Japan,Athlete_172,Swimming,Swimming Event 1,Gold
2020,China,Athlete_116,Rowing,Rowing Event 7,Gold
2020,Italy,Athlete_236,Judo,Judo Event 7,Bronze
2020,France,Athlete_471,Athletics,Athletics Event 8,Silver
2020,Italy,Athlete_21,Gymnastics,Gymnastics Event 10,Bronze
2020,Australia,Athlete_73,Athletics,Athletics Event 8,Gold
2020,France,Athlete_237,Shooting,Shooting Event 6,Silver
2020,Australia,Athlete_10,Shooting,Shooting Event 3,Silver
2020,Australia,Athlete_69,Wrestling,Wrestling Event 6,Gold
2020,Germany,Athlete_35,Gymnastics,Gymnastics Event 7,Bronze
2020,USA,Athlete_35,Boxing,Boxing Event 7,Bronze
2020,Australia,Athlete_158,Rowing,Rowing Event 7,Gold
2020,Russia,Athlete_243,Boxing,Boxing Event 8,Bronze
2020,Australia,Athlete_247,Swimming,Swimming Event 2,Silver
2020,Japan,Athlete_12,Judo,Judo Event 8,Gold
2020,Italy,Athlete_353,Judo,Judo Event 2,Silver
2020,UK,Athlete_293,Gymnastics,Gymnastics Event 1,Gold
2020,France,Athlete_478,Boxing,Boxing Event 5,Gold
2020,Germany,Athlete_373,Gymnastics,Gymnastics Event 10,Silver
2020,UK,Athlete_469,Swimming,Swimming Event 3,Bronze
2020,Canada,Athlete_30,Judo,Judo Event 8,Bronze
2020,Japan,Athlete_101,Wrestling,Wrestling Event 2,Bronze
2020,France,Athlete_454,Rowing,Rowing Event 3,Gold
2020,Australia,Athlete_222,Gymnastics,Gymnastics Event 10,Gold
2020,Japan,Athlete_207,Shooting,Shooting Event 2,Gold
2020,France,Athlete_153,Gymnastics,Gymnastics Event 10,Bronze
2020,France,Athlete_36,Athletics,Athletics Event 3,Gold
2020,UK,Athlete_445,Wrestling,Wrestling Event 10,Gold
2020,USA,Athlete_411,Boxing,Boxing Event 1,Bronze
2020,Russia,Athlete_480,Fencing,Fencing Event 10,Gold
2020,China,Athlete_87,Fencing,Fencing Event 2,Silver
2020,Germany,Athlete_284,Wrestling,Wrestling Event 10,Silver
